frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
642,"Apr 13, 2021 15:22:58.604005008 CEST",f2:42:89:7e:73:bd,490,458,-67.0,
239,"Apr 13, 2021 15:22:39.557813030 CEST",f2:42:89:7e:73:bd,301,458,-66.0,
250,"Apr 13, 2021 15:22:39.967428736 CEST",f2:42:89:7e:73:bd,305,458,-65.0,
490,"Apr 13, 2021 15:22:50.821688904 CEST",f2:42:89:7e:73:bd,413,458,-66.0,
118,"Apr 13, 2021 15:22:33.925897477 CEST",f2:42:89:7e:73:bd,246,458,-65.0,
2038,"Apr 13, 2021 15:23:56.254562528 CEST",f2:42:89:7e:73:bd,1063,458,-68.0,
752,"Apr 13, 2021 15:23:04.136114852 CEST",f2:42:89:7e:73:bd,546,458,-67.0,
1233,"Apr 13, 2021 15:23:22.361709532 CEST",f2:42:89:7e:73:bd,731,458,-67.0,
1710,"Apr 13, 2021 15:23:42.840339252 CEST",f2:42:89:7e:73:bd,932,458,-66.0,
731,"Apr 13, 2021 15:23:03.007152363 CEST",f2:42:89:7e:73:bd,534,458,-68.0,
376,"Apr 13, 2021 15:22:44.984955336 CEST",f2:42:89:7e:73:bd,356,458,-66.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1266,"Apr 13, 2021 15:23:23.955577370 CEST",3a:07:16:cb:a7:f4,1652,384,-76.0,
304,"Apr 13, 2021 15:22:42.179249946 CEST",3a:07:16:cb:a7:f4,1312,384,-76.0,
1016,"Apr 13, 2021 15:23:14.680627671 CEST",f2:42:89:7e:73:bd,654,458,-67.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-86.4186418456604,
180,"Apr 13, 2021 15:22:37.104310179 CEST",f2:42:89:7e:73:bd,277,458,-64.0,
210,"Apr 13, 2021 15:22:38.267534008 CEST",40:ee:dd:0e:38:54,2006,305,-86.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-84.725700598531,
1873,"Apr 13, 2021 15:23:48.881859756 CEST",f2:42:89:7e:73:bd,991,458,-66.0,
1411,"Apr 13, 2021 15:23:29.630865617 CEST",f2:42:89:7e:73:bd,802,458,-66.0,
568,"Apr 13, 2021 15:22:54.509360919 CEST",f2:42:89:7e:73:bd,450,458,-67.0,
1898,"Apr 13, 2021 15:23:50.008258790 CEST",f2:42:89:7e:73:bd,1002,458,-67.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1170,"Apr 13, 2021 15:23:20.210177972 CEST",f2:42:89:7e:73:bd,710,458,-67.0,
1801,"Apr 13, 2021 15:23:45.912304200 CEST",f2:42:89:7e:73:bd,962,458,-67.0,
1353,"Apr 13, 2021 15:23:27.480496286 CEST",f2:42:89:7e:73:bd,781,458,-66.0,
263,"Apr 13, 2021 15:22:40.579144514 CEST",3a:07:16:cb:a7:f4,1299,384,-75.0,
1993,"Apr 13, 2021 15:23:54.411397765 CEST",f2:42:89:7e:73:bd,1045,458,-68.0,
208,"Apr 13, 2021 15:22:38.124272284 CEST",f2:42:89:7e:73:bd,287,458,-66.0,
1599,"Apr 13, 2021 15:23:37.720395159 CEST",f2:42:89:7e:73:bd,882,459,-66.0,
769,"Apr 13, 2021 15:23:04.747943284 CEST",f2:42:89:7e:73:bd,554,458,-68.0,
1332,"Apr 13, 2021 15:23:26.662898322 CEST",f2:42:89:7e:73:bd,773,458,-68.0,
732,"Apr 13, 2021 15:23:03.109557984 CEST",f2:42:89:7e:73:bd,535,458,-67.0,
548,"Apr 13, 2021 15:22:53.727214949 CEST",3a:07:16:cb:a7:f4,1406,384,-75.0,
108,"Apr 13, 2021 15:22:33.414038252 CEST",f2:42:89:7e:73:bd,241,458,-65.0,
390,"Apr 13, 2021 15:22:45.593178910 CEST",40:ee:dd:0e:38:54,2080,305,-85.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
154,"Apr 13, 2021 15:22:35.364584478 CEST",f2:42:89:7e:73:bd,260,458,-65.0,
798,"Apr 13, 2021 15:23:05.874326744 CEST",f2:42:89:7e:73:bd,565,458,-68.0,
2045,"Apr 13, 2021 15:23:56.565639795 CEST",f2:42:89:7e:73:bd,1066,458,-67.0,
517,"Apr 13, 2021 15:22:52.050475540 CEST",f2:42:89:7e:73:bd,425,458,-66.0,
1836,"Apr 13, 2021 15:23:47.141066391 CEST",f2:42:89:7e:73:bd,974,458,-67.0,
2011,"Apr 13, 2021 15:23:55.044035477 CEST",3a:07:16:cb:a7:f4,1905,384,-75.0,
357,"Apr 13, 2021 15:22:44.265519576 CEST",3a:07:16:cb:a7:f4,1329,384,-75.0,
1258,"Apr 13, 2021 15:23:23.586917011 CEST",3a:07:16:cb:a7:f4,1649,384,-76.0,
740,"Apr 13, 2021 15:23:03.519154693 CEST",f2:42:89:7e:73:bd,539,458,-68.0,
737,"Apr 13, 2021 15:23:03.314352881 CEST",f2:42:89:7e:73:bd,537,458,-67.0,
195,"Apr 13, 2021 15:22:37.634354327 CEST",3a:07:16:cb:a7:f4,1275,384,-75.0,
1144,"Apr 13, 2021 15:23:19.186182323 CEST",f2:42:89:7e:73:bd,700,458,-66.0,
1859,"Apr 13, 2021 15:23:48.039915539 CEST",3a:07:16:cb:a7:f4,1848,384,-77.0,
2081,"Apr 13, 2021 15:23:57.998283081 CEST",f2:42:89:7e:73:bd,1082,458,-67.0,
1726,"Apr 13, 2021 15:23:43.557117692 CEST",f2:42:89:7e:73:bd,939,458,-67.0,
540,"Apr 13, 2021 15:22:53.279262106 CEST",f2:42:89:7e:73:bd,437,458,-67.0,
661,"Apr 13, 2021 15:22:59.525611100 CEST",f2:42:89:7e:73:bd,499,458,-68.0,
65,"Apr 13, 2021 15:22:31.265412998 CEST",f2:42:89:7e:73:bd,220,458,-66.0,
1484,"Apr 13, 2021 15:23:32.805239956 CEST",f2:42:89:7e:73:bd,833,458,-66.0,
1634,"Apr 13, 2021 15:23:39.929876546 CEST",3a:07:16:cb:a7:f4,1782,384,-75.0,
2078,"Apr 13, 2021 15:23:57.870904382 CEST",3a:07:16:cb:a7:f4,1928,384,-76.0,
492,"Apr 13, 2021 15:22:50.924101020 CEST",f2:42:89:7e:73:bd,414,458,-66.0,
871,"Apr 13, 2021 15:23:09.087165052 CEST",3a:07:16:cb:a7:f4,1531,384,-75.0,
462,"Apr 13, 2021 15:22:49.490500280 CEST",f2:42:89:7e:73:bd,400,458,-67.0,
1039,"Apr 13, 2021 15:23:15.604808812 CEST",f2:42:89:7e:73:bd,663,458,-66.0,
1567,"Apr 13, 2021 15:23:36.120617491 CEST",3a:07:16:cb:a7:f4,1751,384,-75.0,
672,"Apr 13, 2021 15:23:00.139988110 CEST",f2:42:89:7e:73:bd,505,458,-67.0,
1830,"Apr 13, 2021 15:23:46.937598408 CEST",f2:42:89:7e:73:bd,972,458,-68.0,
464,"Apr 13, 2021 15:22:49.592914072 CEST",f2:42:89:7e:73:bd,401,458,-66.0,
1949,"Apr 13, 2021 15:23:52.261028783 CEST",f2:42:89:7e:73:bd,1024,458,-66.0,
324,"Apr 13, 2021 15:22:42.936985130 CEST",f2:42:89:7e:73:bd,336,458,-65.0,
848,"Apr 13, 2021 15:23:07.819920943 CEST",f2:42:89:7e:73:bd,587,458,-68.0,
763,"Apr 13, 2021 15:23:04.440743535 CEST",f2:42:89:7e:73:bd,551,458,-67.0,
1839,"Apr 13, 2021 15:23:47.243488843 CEST",f2:42:89:7e:73:bd,975,458,-67.0,
187,"Apr 13, 2021 15:22:37.384289427 CEST",3a:07:16:cb:a7:f4,1273,384,-76.0,
1220,"Apr 13, 2021 15:23:21.866597758 CEST",3a:07:16:cb:a7:f4,1635,384,-76.0,
17,"Apr 13, 2021 15:22:28.703541338 CEST",f2:42:89:7e:73:bd,194,458,-66.0,
816,"Apr 13, 2021 15:23:06.693911064 CEST",f2:42:89:7e:73:bd,573,458,-67.0,
671,"Apr 13, 2021 15:23:00.037592687 CEST",f2:42:89:7e:73:bd,504,458,-68.0,
840,"Apr 13, 2021 15:23:07.410319554 CEST",f2:42:89:7e:73:bd,583,458,-68.0,
1306,"Apr 13, 2021 15:23:25.675876718 CEST",3a:07:16:cb:a7:f4,1666,384,-75.0,
1878,"Apr 13, 2021 15:23:49.086763885 CEST",f2:42:89:7e:73:bd,993,458,-67.0,
1506,"Apr 13, 2021 15:23:33.785972771 CEST",3a:07:16:cb:a7:f4,1732,384,-76.0,
889,"Apr 13, 2021 15:23:09.867879625 CEST",f2:42:89:7e:73:bd,607,458,-68.0,
1644,"Apr 13, 2021 15:23:40.382852375 CEST",f2:42:89:7e:73:bd,908,458,-67.0,
794,"Apr 13, 2021 15:23:05.669531008 CEST",f2:42:89:7e:73:bd,563,458,-69.0,
879,"Apr 13, 2021 15:23:09.355893918 CEST",f2:42:89:7e:73:bd,602,458,-68.0,
1438,"Apr 13, 2021 15:23:31.064464540 CEST",f2:42:89:7e:73:bd,816,458,-66.0,
703,"Apr 13, 2021 15:23:01.675976590 CEST",f2:42:89:7e:73:bd,520,458,-68.0,
333,"Apr 13, 2021 15:22:43.405348460 CEST",3a:07:16:cb:a7:f4,1322,384,-75.0,
1019,"Apr 13, 2021 15:23:14.783023793 CEST",f2:42:89:7e:73:bd,655,458,-66.0,
578,"Apr 13, 2021 15:22:55.020043178 CEST",f2:42:89:7e:73:bd,455,458,-66.0,
103,"Apr 13, 2021 15:22:33.209084745 CEST",f2:42:89:7e:73:bd,239,458,-65.0,
236,"Apr 13, 2021 15:22:39.354003244 CEST",f2:42:89:7e:73:bd,299,458,-65.0,
127,"Apr 13, 2021 15:22:34.234232706 CEST",f2:42:89:7e:73:bd,249,458,-65.0,
1960,"Apr 13, 2021 15:23:52.773014350 CEST",f2:42:89:7e:73:bd,1029,458,-68.0,
1193,"Apr 13, 2021 15:23:20.883662568 CEST",3a:07:16:cb:a7:f4,1627,384,-76.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1596,"Apr 13, 2021 15:23:37.595164150 CEST",3a:07:16:cb:a7:f4,1763,384,-76.0,
381,"Apr 13, 2021 15:22:45.189775796 CEST",f2:42:89:7e:73:bd,358,459,-65.0,
972,"Apr 13, 2021 15:23:13.349461117 CEST",f2:42:89:7e:73:bd,641,458,-67.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
46,"Apr 13, 2021 15:22:30.239546580 CEST",f2:42:89:7e:73:bd,210,458,-66.0,
1860,"Apr 13, 2021 15:23:48.062664522 CEST",f2:42:89:7e:73:bd,983,458,-67.0,
854,"Apr 13, 2021 15:23:08.331917615 CEST",f2:42:89:7e:73:bd,592,458,-67.0,
1374,"Apr 13, 2021 15:23:28.299685444 CEST",f2:42:89:7e:73:bd,789,459,-67.0,
721,"Apr 13, 2021 15:23:02.574809047 CEST",3a:07:16:cb:a7:f4,1478,384,-77.0,
126,"Apr 13, 2021 15:22:34.189405986 CEST",3a:07:16:cb:a7:f4,1247,384,-76.0,
1886,"Apr 13, 2021 15:23:49.514460312 CEST",3a:07:16:cb:a7:f4,1860,384,-76.0,
434,"Apr 13, 2021 15:22:47.706134056 CEST",3a:07:16:cb:a7:f4,1357,384,-75.0,
1496,"Apr 13, 2021 15:23:33.317234324 CEST",f2:42:89:7e:73:bd,838,458,-67.0,
177,"Apr 13, 2021 15:22:36.795183508 CEST",f2:42:89:7e:73:bd,274,458,-64.0,
1283,"Apr 13, 2021 15:23:24.731952773 CEST",40:ee:dd:0e:38:54,2487,305,-85.0,
1869,"Apr 13, 2021 15:23:48.677063671 CEST",f2:42:89:7e:73:bd,989,458,-67.0,
1222,"Apr 13, 2021 15:23:21.950978181 CEST",f2:42:89:7e:73:bd,727,458,-67.0,
754,"Apr 13, 2021 15:23:04.171959494 CEST",3a:07:16:cb:a7:f4,1491,384,-76.0,
1939,"Apr 13, 2021 15:23:51.750793298 CEST",f2:42:89:7e:73:bd,1019,458,-65.0,
551,"Apr 13, 2021 15:22:53.893672220 CEST",f2:42:89:7e:73:bd,443,458,-67.0,
168,"Apr 13, 2021 15:22:36.076255354 CEST",f2:42:89:7e:73:bd,267,458,-64.0,
1495,"Apr 13, 2021 15:23:33.260098706 CEST",40:ee:dd:0e:38:54,2580,305,-87.0,
512,"Apr 13, 2021 15:22:51.845683227 CEST",f2:42:89:7e:73:bd,423,458,-66.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1210,"Apr 13, 2021 15:23:21.497955699 CEST",3a:07:16:cb:a7:f4,1632,384,-76.0,
449,"Apr 13, 2021 15:22:48.876112375 CEST",f2:42:89:7e:73:bd,394,458,-66.0,
331,"Apr 13, 2021 15:22:43.346580163 CEST",f2:42:89:7e:73:bd,340,459,-64.0,
1037,"Apr 13, 2021 15:23:15.501469274 CEST",f2:42:89:7e:73:bd,662,458,-67.0,
677,"Apr 13, 2021 15:23:00.447185764 CEST",f2:42:89:7e:73:bd,508,458,-68.0,
1291,"Apr 13, 2021 15:23:24.938591620 CEST",3a:07:16:cb:a7:f4,1660,384,-76.0,
327,"Apr 13, 2021 15:22:43.141780866 CEST",f2:42:89:7e:73:bd,338,458,-65.0,
669,"Apr 13, 2021 15:22:59.935186787 CEST",f2:42:89:7e:73:bd,503,458,-67.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1256,"Apr 13, 2021 15:23:23.486946827 CEST",f2:42:89:7e:73:bd,742,458,-67.0,
804,"Apr 13, 2021 15:23:06.079143851 CEST",f2:42:89:7e:73:bd,567,459,-67.0,
1910,"Apr 13, 2021 15:23:50.622655914 CEST",f2:42:89:7e:73:bd,1008,458,-66.0,
689,"Apr 13, 2021 15:23:00.856781775 CEST",f2:42:89:7e:73:bd,512,458,-67.0,
1941,"Apr 13, 2021 15:23:51.852769395 CEST",f2:42:89:7e:73:bd,1020,458,-67.0,
1798,"Apr 13, 2021 15:23:45.828077078 CEST",3a:07:16:cb:a7:f4,1830,384,-76.0,
1337,"Apr 13, 2021 15:23:26.968500382 CEST",f2:42:89:7e:73:bd,776,458,-67.0,
1611,"Apr 13, 2021 15:23:38.539586971 CEST",f2:42:89:7e:73:bd,890,458,-66.0,
1563,"Apr 13, 2021 15:23:35.979611921 CEST",f2:42:89:7e:73:bd,865,459,-67.0,
1027,"Apr 13, 2021 15:23:15.090217675 CEST",f2:42:89:7e:73:bd,658,458,-67.0,
886,"Apr 13, 2021 15:23:09.765490627 CEST",f2:42:89:7e:73:bd,606,458,-66.0,
1500,"Apr 13, 2021 15:23:33.522036345 CEST",f2:42:89:7e:73:bd,840,458,-67.0,
821,"Apr 13, 2021 15:23:06.898318971 CEST",f2:42:89:7e:73:bd,575,458,-68.0,
1173,"Apr 13, 2021 15:23:20.312579122 CEST",f2:42:89:7e:73:bd,711,458,-68.0,
172,"Apr 13, 2021 15:22:36.283524030 CEST",f2:42:89:7e:73:bd,269,458,-65.0,
1031,"Apr 13, 2021 15:23:15.295034573 CEST",f2:42:89:7e:73:bd,660,458,-67.0,
420,"Apr 13, 2021 15:22:47.237755012 CEST",f2:42:89:7e:73:bd,378,458,-67.0,
767,"Apr 13, 2021 15:23:04.645591232 CEST",f2:42:89:7e:73:bd,553,458,-68.0,
1513,"Apr 13, 2021 15:23:34.136406440 CEST",f2:42:89:7e:73:bd,846,458,-67.0,
414,"Apr 13, 2021 15:22:46.828171013 CEST",f2:42:89:7e:73:bd,374,458,-67.0,
1849,"Apr 13, 2021 15:23:47.653073330 CEST",f2:42:89:7e:73:bd,979,458,-67.0,
80,"Apr 13, 2021 15:22:32.082712390 CEST",f2:42:89:7e:73:bd,228,458,-66.0,
64,"Apr 13, 2021 15:22:31.161112444 CEST",f2:42:89:7e:73:bd,219,458,-65.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-84.1080115756328,
320,"Apr 13, 2021 15:22:42.732198404 CEST",f2:42:89:7e:73:bd,334,458,-65.0,
114,"Apr 13, 2021 15:22:33.721102929 CEST",f2:42:89:7e:73:bd,244,458,-66.0,
1727,"Apr 13, 2021 15:23:43.596299071 CEST",40:ee:dd:0e:38:54,2685,305,-86.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-86.58205244075289,
674,"Apr 13, 2021 15:23:00.242643273 CEST",f2:42:89:7e:73:bd,506,458,-67.0,
1813,"Apr 13, 2021 15:23:46.117087923 CEST",f2:42:89:7e:73:bd,964,458,-67.0,
765,"Apr 13, 2021 15:23:04.543152856 CEST",f2:42:89:7e:73:bd,552,458,-67.0,
584,"Apr 13, 2021 15:22:55.202598795 CEST",3a:07:16:cb:a7:f4,1418,384,-75.0,
6,"Apr 13, 2021 15:22:27.986751025 CEST",f2:42:89:7e:73:bd,187,458,-65.0,
1320,"Apr 13, 2021 15:23:26.251704692 CEST",f2:42:89:7e:73:bd,769,458,-67.0,
1334,"Apr 13, 2021 15:23:26.763688094 CEST",f2:42:89:7e:73:bd,774,458,-67.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1797,"Apr 13, 2021 15:23:45.809897183 CEST",f2:42:89:7e:73:bd,961,458,-67.0,
1932,"Apr 13, 2021 15:23:51.441823841 CEST",f2:42:89:7e:73:bd,1016,458,-66.0,
1175,"Apr 13, 2021 15:23:20.392046490 CEST",3a:07:16:cb:a7:f4,1623,384,-75.0,
2003,"Apr 13, 2021 15:23:54.798394882 CEST",3a:07:16:cb:a7:f4,1903,384,-78.0,
484,"Apr 13, 2021 15:22:50.616894286 CEST",f2:42:89:7e:73:bd,411,458,-66.0,
124,"Apr 13, 2021 15:22:34.132236705 CEST",f2:42:89:7e:73:bd,248,458,-65.0,
1951,"Apr 13, 2021 15:23:52.340690799 CEST",3a:07:16:cb:a7:f4,1883,384,-75.0,
1123,"Apr 13, 2021 15:23:18.426005348 CEST",3a:07:16:cb:a7:f4,1607,384,-76.0,
136,"Apr 13, 2021 15:22:34.642688697 CEST",f2:42:89:7e:73:bd,253,459,-65.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-85.99678470313057,
1574,"Apr 13, 2021 15:23:36.491598885 CEST",f2:42:89:7e:73:bd,870,458,-67.0,
1503,"Apr 13, 2021 15:23:33.624512924 CEST",f2:42:89:7e:73:bd,841,458,-68.0,
220,"Apr 13, 2021 15:22:38.636231591 CEST",f2:42:89:7e:73:bd,292,458,-65.0,
403,"Apr 13, 2021 15:22:46.213760061 CEST",f2:42:89:7e:73:bd,368,458,-66.0,
1394,"Apr 13, 2021 15:23:29.120066094 CEST",f2:42:89:7e:73:bd,797,458,-66.0,
851,"Apr 13, 2021 15:23:08.024699707 CEST",f2:42:89:7e:73:bd,589,458,-67.0,
864,"Apr 13, 2021 15:23:08.741491556 CEST",f2:42:89:7e:73:bd,596,458,-66.0,
1348,"Apr 13, 2021 15:23:27.378084869 CEST",f2:42:89:7e:73:bd,780,458,-67.0,
615,"Apr 13, 2021 15:22:56.557421849 CEST",f2:42:89:7e:73:bd,470,458,-67.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
639,"Apr 13, 2021 15:22:58.399397634 CEST",f2:42:89:7e:73:bd,488,458,-66.0,
711,"Apr 13, 2021 15:23:01.882143031 CEST",f2:42:89:7e:73:bd,523,458,-67.0,
1764,"Apr 13, 2021 15:23:45.195492865 CEST",f2:42:89:7e:73:bd,955,458,-67.0,
1340,"Apr 13, 2021 15:23:27.070891824 CEST",f2:42:89:7e:73:bd,777,458,-67.0,
570,"Apr 13, 2021 15:22:54.610465117 CEST",f2:42:89:7e:73:bd,451,458,-66.0,
145,"Apr 13, 2021 15:22:34.949861977 CEST",f2:42:89:7e:73:bd,256,458,-65.0,
2021,"Apr 13, 2021 15:23:55.435381890 CEST",f2:42:89:7e:73:bd,1055,458,-67.0,
148,"Apr 13, 2021 15:22:35.052264245 CEST",f2:42:89:7e:73:bd,257,458,-65.0,
1014,"Apr 13, 2021 15:23:14.578224355 CEST",f2:42:89:7e:73:bd,653,458,-67.0,
1515,"Apr 13, 2021 15:23:34.341202036 CEST",f2:42:89:7e:73:bd,848,458,-66.0,
24,"Apr 13, 2021 15:22:29.113134695 CEST",f2:42:89:7e:73:bd,198,458,-65.0,
933,"Apr 13, 2021 15:23:12.018254613 CEST",f2:42:89:7e:73:bd,628,458,-67.0,
1200,"Apr 13, 2021 15:23:21.129330890 CEST",3a:07:16:cb:a7:f4,1629,384,-77.0,
1866,"Apr 13, 2021 15:23:48.369868601 CEST",f2:42:89:7e:73:bd,986,458,-67.0,
1828,"Apr 13, 2021 15:23:46.811121850 CEST",3a:07:16:cb:a7:f4,1838,384,-76.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
1967,"Apr 13, 2021 15:23:53.080215985 CEST",f2:42:89:7e:73:bd,1032,458,-67.0,
437,"Apr 13, 2021 15:22:48.056927059 CEST",f2:42:89:7e:73:bd,386,458,-67.0,
814,"Apr 13, 2021 15:23:06.592599088 CEST",f2:42:89:7e:73:bd,572,458,-66.0,
1428,"Apr 13, 2021 15:23:30.450106947 CEST",f2:42:89:7e:73:bd,810,458,-67.0,
1310,"Apr 13, 2021 15:23:25.798750304 CEST",3a:07:16:cb:a7:f4,1667,384,-77.0,
976,"Apr 13, 2021 15:23:13.554250008 CEST",f2:42:89:7e:73:bd,643,458,-67.0,
516,"Apr 13, 2021 15:22:52.006901144 CEST",3a:07:16:cb:a7:f4,1392,384,-74.0,
1107,"Apr 13, 2021 15:23:17.934470356 CEST",3a:07:16:cb:a7:f4,1603,384,-76.0,
1444,"Apr 13, 2021 15:23:31.328324211 CEST",3a:07:16:cb:a7:f4,1712,384,-75.0,
774,"Apr 13, 2021 15:23:04.952737972 CEST",f2:42:89:7e:73:bd,556,458,-67.0,
1126,"Apr 13, 2021 15:23:18.571788062 CEST",f2:42:89:7e:73:bd,694,458,-66.0,
2015,"Apr 13, 2021 15:23:55.230589577 CEST",f2:42:89:7e:73:bd,1053,458,-67.0,
1904,"Apr 13, 2021 15:23:50.213049358 CEST",f2:42:89:7e:73:bd,1004,458,-67.0,
625,"Apr 13, 2021 15:22:57.276039000 CEST",f2:42:89:7e:73:bd,477,458,-67.0,
690,"Apr 13, 2021 15:23:00.959223922 CEST",f2:42:89:7e:73:bd,513,458,-67.0,
1540,"Apr 13, 2021 15:23:34.853207089 CEST",f2:42:89:7e:73:bd,854,458,-66.0,
4,"Apr 13, 2021 15:22:27.884364891 CEST",f2:42:89:7e:73:bd,186,458,-65.0,
12,"Apr 13, 2021 15:22:28.293941695 CEST",f2:42:89:7e:73:bd,190,458,-65.0,
1514,"Apr 13, 2021 15:23:34.238814086 CEST",f2:42:89:7e:73:bd,847,459,-66.0,
1604,"Apr 13, 2021 15:23:38.027594768 CEST",f2:42:89:7e:73:bd,885,458,-66.0,
190,"Apr 13, 2021 15:22:37.507276366 CEST",3a:07:16:cb:a7:f4,1274,384,-75.0,
1757,"Apr 13, 2021 15:23:44.990717104 CEST",f2:42:89:7e:73:bd,953,458,-66.0,
923,"Apr 13, 2021 15:23:11.506259687 CEST",f2:42:89:7e:73:bd,623,458,-66.0,
1608,"Apr 13, 2021 15:23:38.334779222 CEST",f2:42:89:7e:73:bd,888,458,-66.0,
460,"Apr 13, 2021 15:22:49.426433544 CEST",3a:07:16:cb:a7:f4,1371,384,-76.0,
505,"Apr 13, 2021 15:22:51.544909783 CEST",f2:42:89:7e:73:bd,420,458,-65.0,
638,"Apr 13, 2021 15:22:58.296806096 CEST",f2:42:89:7e:73:bd,487,458,-67.0,
1377,"Apr 13, 2021 15:23:28.505732386 CEST",f2:42:89:7e:73:bd,791,458,-67.0,
1025,"Apr 13, 2021 15:23:14.988996493 CEST",f2:42:89:7e:73:bd,657,458,-66.0,
637,"Apr 13, 2021 15:22:58.195236477 CEST",f2:42:89:7e:73:bd,486,458,-68.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
2072,"Apr 13, 2021 15:23:57.585765469 CEST",f2:42:89:7e:73:bd,1078,458,-69.0,
908,"Apr 13, 2021 15:23:10.891882398 CEST",f2:42:89:7e:73:bd,617,458,-66.0,
1692,"Apr 13, 2021 15:23:42.123518698 CEST",f2:42:89:7e:73:bd,925,458,-66.0,
633,"Apr 13, 2021 15:22:57.887779292 CEST",f2:42:89:7e:73:bd,483,458,-67.0,
1472,"Apr 13, 2021 15:23:32.311343910 CEST",3a:07:16:cb:a7:f4,1720,384,-75.0,
1593,"Apr 13, 2021 15:23:37.515596350 CEST",f2:42:89:7e:73:bd,880,458,-66.0,
1997,"Apr 13, 2021 15:23:54.616186027 CEST",f2:42:89:7e:73:bd,1047,458,-69.0,
593,"Apr 13, 2021 15:22:55.570416728 CEST",3a:07:16:cb:a7:f4,1421,384,-75.0,
681,"Apr 13, 2021 15:23:00.651979963 CEST",f2:42:89:7e:73:bd,510,458,-67.0,
606,"Apr 13, 2021 15:22:56.146427476 CEST",f2:42:89:7e:73:bd,466,458,-66.0,
51,"Apr 13, 2021 15:22:30.444340360 CEST",f2:42:89:7e:73:bd,212,459,-66.0,
1419,"Apr 13, 2021 15:23:30.040459183 CEST",f2:42:89:7e:73:bd,806,458,-65.0,
98,"Apr 13, 2021 15:22:33.004311778 CEST",f2:42:89:7e:73:bd,237,458,-65.0,
234,"Apr 13, 2021 15:22:39.250640728 CEST",f2:42:89:7e:73:bd,298,458,-66.0,
116,"Apr 13, 2021 15:22:33.823482498 CEST",f2:42:89:7e:73:bd,245,458,-65.0,
